id,line_itemable_id,line_itemable_type,description,long_description,quantity,rate,unit,item_order,discount,type
37326,1930,estimate,"Gastos Administrativos",,1.00,10.00,,3,NULL,Honorarios
37331,1931,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Gestión de Cobro Extrajudicial efectuado al deudor ELVIA YENIS ARCIA FUENTES - Abono 12 del 24/10/23 $300.00",1.00,40.50,,1,0.00,Honorarios
37332,1932,estimate,"Debida Diligencia",,1.00,35.00,,1,0.00,Gastos
37338,1933,estimate,"Pagos a Terceros","Cierre de Escritura Pública contentiva de Acta de cambio de Agente Residente y Timbres Fiscales",1.00,128.00,,1,NULL,Gastos
37339,1933,estimate,"Pagos a Terceros","Gastos por Derechos de Inscripción en Registro Público del Acta de cambio de Agente Residente",1.00,65.00,,2,NULL,Gastos
37340,1933,estimate,"Gastos Administrativos",,1.00,8.00,,3,NULL,Gastos
37341,1933,estimate,"Debida Diligencia",,1.00,35.00,,4,NULL,Gastos
37348,1934,estimate,"Honorarios legales - Departamento de Migración","Honorarios finales por la solicitud del permiso de trabajo por razones humanitarias ante el Ministerio de Trabajo y Desarrollo Laboral",0.40,500.00,,1,0.00,Honorarios
37349,1935,estimate,"Pagos a Terceros","En concepto de gasto por ingreso de adjudicación a Registro Público de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,284.00,,1,NULL,Gastos
37350,1935,estimate,"Pagos a Terceros","En concepto de gasto por alteración de turno<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,310.00,,2,NULL,Gastos
37351,1935,estimate,"Pagos a Terceros","En concepto de viáticos a Arraiján por obtención y retiro de paz y salvos de aseo y mantenimiento de la Finca No.  30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,30.00,,3,NULL,Gastos
37352,1935,estimate,"Pagos a Terceros","En concepto de autenticación de paz y salvo de mantenimiento de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA",1.00,6.00,,4,NULL,Gastos
37353,1935,estimate,"Pagos a Terceros","En concepto de emisión de paz y salvo de Aseo de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,1.00,,5,NULL,Gastos
37354,1935,estimate,"Gastos administrativos",,1.00,15.00,,7,NULL,Gastos
37355,1935,estimate,"Pagos a Terceros","En concepto de emisión de paz y salvo de IDAAN de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,1.00,,6,NULL,Gastos
37356,6040,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por confección, protocolización e inscripción  en el registro Publico  del acta de Junta de Accionistas en donde se enmienda el pacto social de la sociedad, que incluye:  <br />  - Cambio de Junta Directiva",1.00,500.00,,1,0.00,Honorarios
37357,6040,invoice,"Pagos a Terceros - Gastos Notariales","Cierre de Acta de Junta de Accionistas",1.00,32.50,,2,0.00,Gastos
37358,6040,invoice,"Pagos a Terceros - Timbres Fiscales","Franqueo de Timbres al Acta de Junta de Accionistas",1.00,40.00,,3,0.00,Gastos
37359,6040,invoice,"Pagos a Terceros - Registro Público","Gastos en Derecho por Inscripción ante el Registro Público de Panamá",1.00,65.00,,4,0.00,Gastos
37360,6040,invoice,"Gastos Administrativos",,1.00,37.50,,5,0.00,Gastos
37361,6041,invoice,"Gastos Notariales","Gastos por el cierre y franqueo de timbres en la escritura contentiva de cambio de agente residente.",1.00,33.00,,1,0.00,Honorarios
37362,6041,invoice,"Pagos a Terceros - Registro Público","Gastos asociados al Registro del cambio de agente residente de Sermares Panamá ante el Registro Público.",1.00,65.00,,2,0.00,Honorarios
37363,6041,invoice,"Gastos Administrativos",,1.00,10.00,,3,0.00,Honorarios
37364,6042,invoice,"Honorarios legales - Departamento de Migración","Honorarios finales por la solicitud del permiso de trabajo por razones humanitarias ante el Ministerio de Trabajo y Desarrollo Laboral",0.40,500.00,,1,0.00,Honorarios
37365,6043,invoice,"Pagos a Terceros","En concepto de gasto por ingreso de adjudicación a Registro Público de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,284.00,,1,0.00,Gastos
37366,6043,invoice,"Pagos a Terceros","En concepto de gasto por alteración de turno<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,310.00,,2,0.00,Gastos
37367,6043,invoice,"Pagos a Terceros","En concepto de viáticos a Arraiján por obtención y retiro de paz y salvos de aseo y mantenimiento de la Finca No.  30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,30.00,,3,0.00,Gastos
37368,6043,invoice,"Pagos a Terceros","En concepto de autenticación de paz y salvo de mantenimiento de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA",1.00,6.00,,4,0.00,Gastos
37369,6043,invoice,"Pagos a Terceros","En concepto de emisión de paz y salvo de Aseo de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,1.00,,5,0.00,Gastos
37370,6043,invoice,"Pagos a Terceros","En concepto de emisión de paz y salvo de IDAAN de la Finca No. 30244215, propiedad de ADONYS ANEL ARCIA<br />  <br />  - Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK CORPORATION vs ADONYS ANEL ARCIA",1.00,1.00,,6,0.00,Gastos
37371,6043,invoice,"Gastos administrativos",,1.00,15.00,,7,0.00,Gastos
37372,6044,invoice,"Honorarios Legales - Departamento Judicial","Honorarios Legales correspondientes a Gestión para formalizar acuerdo de pago entre Rafael García y Gestionadora de Crédito.",1.00,500.00,,1,0.00,Honorarios
37373,6044,invoice,"Gastos Administrativos",,1.00,25.00,,2,0.00,Gastos
37374,6045,invoice,"Pagos a Terceros","Autenticación de Finiquito de Arrendamiento entre IN PANAMA REALTY y VIDAL GONZALEZ",1.00,3.00,,1,0.00,Honorarios
37375,6045,invoice,Mensajería,,1.00,8.00,,2,0.00,Honorarios
37376,1936,estimate,"Honorarios Legales - Departamento Corporativo","Consultas relacionadas a la aceptación de documentación a través del Portal de Auto-Gestión. Conlleva revisión de Ley Nº 51 de 22 de julio de 2008, que define y regula los documentos electrónicos y las firmas electrónicas y la prestación de servicios de almacenamiento tecnológico de documentos y de certificación de firmas electrónicas y adopta otras disposiciones para el desarrollo del comercio electrónico.",1.00,450.00,,1,NULL,Honorarios
37377,1937,estimate,"Honorarios Legales - Departamento Corporativo","Revisión y Comentarios sobre NDA de Shenzhen Xinguodu Technology CO., LTD",1.00,200.00,,1,NULL,Honorarios
37379,1938,estimate,"Honorarios Legales - Departamento Corportivo","Revisión y comentarios sobre Convenio de Actualización Tecnológica - High Technology Group, S.A.",1.00,225.00,,1,NULL,Honorarios
37380,1939,estimate,"Honorarios Legales - Departamento Corporativo","Opinión Legal sobre: (i)Análisis y consideraciones del procedimiento de notificación de la prorroga automática, siempre que se cuente con una actualización a las condiciones económicas de ambos contratos junto a un incremento anual. <br />  <br />   (ii) Análisis sobre las vías jurisdiccionales de actualización de las condiciones económicas de ambos contratos.",1.00,2500.00,,1,0.00,Honorarios
37381,1939,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios legales en concepto de la elaboración de notificación de la intención de la prorrogación cumpliendo con nuevas condiciones económicas.",1.00,500.00,,2,NULL,Honorarios
37383,1859,estimate,"Payment to Third","Public Registry Certificate:<br />  1- DGB FOUNDATION<br />  2- Finca No. 157033 - 8901",2.00,30.00,,2,NULL,Honorarios
37384,1940,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Honorarios legales correspondiente a la Etapa 1 dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. YERILKA YIRINA TENORIO GOMEZ (Cédula 8-759-695, Finca No.30193453); por instrucciones giradas el día 9 de octubre de 2023.",1.00,250.00,,1,NULL,Honorarios
37394,1941,estimate,"Honorarios legales - Departamento Administrativo","Honorarios legales por la asignación de correo electrónico para la solicitud de nuevo código NIT de la sociedad Ripio Holding Inc. ante la Dirección General de Ingresos",1.00,125.00,,1,NULL,Honorarios
37395,1941,estimate,"Pagos a Terceros","Costo de Autenticación de firma del poder ante Notario",1.00,5.00,,2,NULL,Gastos
37396,1941,estimate,"Gastos Administrativos",,12.50,0.00,,3,NULL,Gastos
37397,1941,estimate,"Cargos Bancarios",,1.00,50.00,,4,NULL,Gastos
37398,6046,invoice,"Gastos Administrativos Adicionales","Certificación Consular de la embajada de Honduras",1.00,90.00,,1,0.00,Honorarios
37399,6046,invoice,"Gastos Administrativos Adicionales","Gasto de autenticación de apostilla en Ministerio de Relaciones",1.00,6.00,,2,0.00,Honorarios
37400,6046,invoice,"Gastos Administrativos",,1.00,46.50,,3,0.00,Honorarios
37401,6047,invoice,"Honorarios Legales - Departamento de Recuperación de Activos","Honorarios legales correspondiente a la Etapa 1 dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. YERILKA YIRINA TENORIO GOMEZ (Cédula 8-759-695, Finca No.30193453); por instrucciones giradas el día 9 de octubre de 2023.",1.00,250.00,,1,0.00,Honorarios
37402,6048,invoice,"Honorarios legales - Departamento Administrativo","Honorarios legales por la asignación de correo electrónico para la solicitud de nuevo código NIT de la sociedad Ripio Holding Inc. ante la Dirección General de Ingresos",1.00,125.00,,1,0.00,Honorarios
37403,6048,invoice,"Pagos a Terceros","Costo de Autenticación de firma del poder ante Notario",1.00,5.00,,2,0.00,Gastos
37404,6048,invoice,"Gastos Administrativos",,12.50,0.00,,3,0.00,Gastos
37405,6048,invoice,"Cargos Bancarios",,1.00,50.00,,4,0.00,Gastos
37408,1942,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios legales por solicitud de Certificado de Registro Público de Luza One S.A.",1.00,20.00,,1,NULL,Honorarios
37409,1942,estimate,"Pagos a Terceros","Costo del Certificado de Registro Público de sociedad",1.00,30.00,,2,NULL,Honorarios
37410,6049,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios legales por solicitud de Certificado de Registro Público de Luza One S.A.",1.00,20.00,,1,0.00,Honorarios
37411,6049,invoice,"Pagos a Terceros","Costo del Certificado de Registro Público de sociedad",1.00,30.00,,2,0.00,Honorarios
37412,6050,invoice,Honorarios,"Honorarios en concepto de clientes referidos a Mendoza y Asociados hasta el 20 de octubre de 2023.",1.00,4030.00,,1,0.00,Honorarios
37413,6051,invoice,"Pagos a Terceros","En concepto de pago a corresponsal en República Dominicana por gestión de oposición al recurso de apelación dentro del Proceso Judicial interpuesto por PANAFOTO ZONA LIBRE, S.A. en contra de JODEL S.R.L.",1.00,937.00,,1,0.00,Gastos
37414,6051,invoice,"Gastos Bancarios",,1.00,26.75,,2,0.00,Gastos
37415,1943,estimate,"Honorarios Legales","Presentación y Seguimiento de Proceso de Titulación de Derechos de Posesión ante ANATI *Incluye elaboración de acta, certificación secretarial y demás documentación complementaria a presentarse dentro del proceso. *No incluye obtención de planos",1.00,1750.00,,1,NULL,Honorarios
37416,1943,estimate,"Gastos -Notariales","Autenticación de Poder Solicitud y Cotejos",1.00,35.50,,2,NULL,Honorarios
37417,1943,estimate,"Gastos Notariales","Cierre de Declaración Jurada de los vecinos colindantes, más timbres timbres fiscales",1.00,45.00,,3,NULL,Honorarios
37418,1943,estimate,"Gastos-Registro Publico","Gasto por obtención de certificado del registro publico de la sociedad dueña del derecho posesorio",1.00,30.00,,4,NULL,Honorarios
37419,1943,estimate,"Gastos Administrativos",,1.00,95.50,,5,NULL,Honorarios
37420,6052,invoice,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37421,6052,invoice,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. PABLO JOSE MENDOZA REYES  finca N° 188225.",1.00,175.00,,2,0.00,Gastos
37439,1944,estimate,"Honorarios Legales - Departamento Administrativo","Honorarios en concepto de obtención de paz y salvos ante la DGI, IDAAN y AAUD de la finca No. 30125895-8001, propiedad de Alba Aurora Aponte Vernaza y Akira Moreno.<br />  <br />  Estos honorarios abarcan:<br />  <br />  1- Obtención de NIT<br />  2-Gestión de pagos de impuestos (si aplica)<br />  3-Obtención de los paz y salvo",1.00,175.00,,1,NULL,Honorarios
37440,1944,estimate,"Pagos a Terceros","En concepto de gestión de actualización de correo y obtención de NIT de la finca ante la DGI",1.00,85.00,,2,NULL,Gastos
37441,1944,estimate,"Pagos a Terceros","Gestión por obtención de paz y salvo",1.00,5.00,,3,NULL,Gastos
37442,1944,estimate,"Pagos a Terceros","En concepto de viáticos a Arraiján para obtención de los paz y salvo de IDAAN y ASEO",2.00,20.00,,4,NULL,Gastos
37443,1944,estimate,"Gastos Administrativos","De ser necesario, se cobrarán gastos adicionales para el curso de la gestión",1.00,0.00,,5,NULL,Gastos
37444,1945,estimate,"Honorarios Legales - Departamento Administrativo","Honorarios en concepto de obtención de paz y salvos ante la DGI, IDAAN y AAUD de la finca No.  63342-8706, propiedad de Carla Sofía Velosa.<br />  <br />  Estos honorarios abarcan:<br />  <br />  1- Obtención de NIT<br />  2-Gestión de pagos de impuestos (si aplica)<br />  3-Obtención de los paz y salvo",1.00,175.00,,1,0.00,Honorarios
37445,1945,estimate,"Pagos a Terceros","En concepto de gestión de actualización de correo y obtención de NIT de la finca ante la DGI",1.00,85.00,,2,0.00,Gastos
37446,1945,estimate,"Pagos a Terceros","Gestión por obtención de paz y salvo",1.00,5.00,,3,0.00,Gastos
37447,1945,estimate,"Gastos Administrativos","De ser necesario, se cobrarán gastos adicionales para el curso de la gestión",1.00,0.00,,4,0.00,Gastos
37448,1946,estimate,"Honorarios Legales - Departamento Administrativo","Honorarios en concepto de obtención de paz y salvos ante la DGI, IDAAN y AAUD de la finca No. 30290795-8705, propiedad de Ulises Jimenez<br />  <br />  Estos honorarios abarcan:<br />  <br />  1- Obtención de NIT<br />  2-Gestión de pagos de impuestos (si aplica)<br />  3-Obtención de los paz y salvo",1.00,175.00,,1,0.00,Honorarios
37449,1946,estimate,"Pagos a Terceros","En concepto de gestión de actualización de correo y obtención de NIT de la finca ante la DGI",1.00,85.00,,2,0.00,Gastos
37450,1946,estimate,"Pagos a Terceros","Gestión por obtención de paz y salvo",1.00,5.00,,3,0.00,Gastos
37451,1946,estimate,"Gastos Administrativos","De ser necesario, se cobrarán gastos adicionales para el curso de la gestión",1.00,0.00,,4,0.00,Gastos
37452,1947,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Investigación de Tasa Única de la sociedad JAPSA CORPORATION, S.A ante la DGI",1.00,125.00,,1,0.00,Honorarios
37453,1947,estimate,"Gastos Administrativos",,1.00,25.00,,2,NULL,Gastos
37455,6053,invoice,"Honorarios Legales - Departamento Corporativo","Consultas relacionadas a la aceptación de documentación a través del Portal de Auto-Gestión. Conlleva revisión de Ley Nº 51 de 22 de julio de 2008, que define y regula los documentos electrónicos y las firmas electrónicas y la prestación de servicios de almacenamiento tecnológico de documentos y de certificación de firmas electrónicas y adopta otras disposiciones para el desarrollo del comercio electrónico.",1.00,450.00,,1,0.00,Honorarios
37456,6054,invoice,"Honorarios Legales - Departamento Corporativo","Revisión y Comentarios sobre NDA de Shenzhen Xinguodu Technology CO., LTD",1.00,200.00,,1,0.00,Honorarios
37457,6055,invoice,"Honorarios Legales - Departamento Corportivo","Revisión y comentarios sobre Convenio de Actualización Tecnológica - High Technology Group, S.A.",1.00,225.00,,1,0.00,Honorarios
37458,6056,invoice,"Honorarios Legales - Departamento Corporativo","Opinión Legal sobre: (i)Análisis y consideraciones del procedimiento de notificación de la prorroga automática, siempre que se cuente con una actualización a las condiciones económicas de ambos contratos junto a un incremento anual. <br />  <br />   (ii) Análisis sobre las vías jurisdiccionales de actualización de las condiciones económicas de ambos contratos.",1.00,2500.00,,1,0.00,Honorarios
37459,6056,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios legales en concepto de la elaboración de notificación de la intención de la prorrogación cumpliendo con nuevas condiciones económicas.",1.00,500.00,,2,0.00,Honorarios
37460,6057,invoice,"Honorarios Legales - Departamento Administrativo","Honorarios en concepto de obtención de paz y salvos ante la DGI, IDAAN y AAUD de la finca No. 30125895-8001, propiedad de Alba Aurora Aponte Vernaza y Akira Moreno.<br />  <br />  Estos honorarios abarcan:<br />  <br />  1- Obtención de NIT<br />  2-Gestión de pagos de impuestos (si aplica)<br />  3-Obtención de los paz y salvo",1.00,175.00,,1,0.00,Honorarios
37461,6057,invoice,"Pagos a Terceros","En concepto de gestión de actualización de correo y obtención de NIT de la finca ante la DGI",1.00,85.00,,2,0.00,Gastos
37462,6057,invoice,"Pagos a Terceros","Gestión por obtención de paz y salvo",1.00,5.00,,3,0.00,Gastos
37463,6057,invoice,"Pagos a Terceros","En concepto de viáticos a Arraiján para obtención de los paz y salvo de IDAAN y ASEO",2.00,20.00,,4,0.00,Gastos
37464,6057,invoice,"Gastos Administrativos","De ser necesario, se cobrarán gastos adicionales para el curso de la gestión",1.00,0.00,,5,0.00,Gastos
37465,6058,invoice,"Honorarios Legales - Departamento Administrativo","Honorarios en concepto de obtención de paz y salvos ante la DGI, IDAAN y AAUD de la finca No.  63342-8706, propiedad de Carla Sofía Velosa.<br />  <br />  Estos honorarios abarcan:<br />  <br />  1- Obtención de NIT<br />  2-Gestión de pagos de impuestos (si aplica)<br />  3-Obtención de los paz y salvo",1.00,175.00,,1,0.00,Honorarios
37466,6058,invoice,"Pagos a Terceros","En concepto de gestión de actualización de correo y obtención de NIT de la finca ante la DGI",1.00,85.00,,2,0.00,Gastos
37467,6058,invoice,"Pagos a Terceros","Gestión por obtención de paz y salvo",1.00,5.00,,3,0.00,Gastos
37468,6058,invoice,"Gastos Administrativos","De ser necesario, se cobrarán gastos adicionales para el curso de la gestión",1.00,0.00,,4,0.00,Gastos
37469,6059,invoice,"Honorarios Legales - Departamento Administrativo","Honorarios en concepto de obtención de paz y salvos ante la DGI, IDAAN y AAUD de la finca No. 30290795-8705, propiedad de Ulises Jimenez<br />  <br />  Estos honorarios abarcan:<br />  <br />  1- Obtención de NIT<br />  2-Gestión de pagos de impuestos (si aplica)<br />  3-Obtención de los paz y salvo",1.00,175.00,,1,0.00,Honorarios
37470,6059,invoice,"Pagos a Terceros","En concepto de gestión de actualización de correo y obtención de NIT de la finca ante la DGI",1.00,85.00,,2,0.00,Gastos
37471,6059,invoice,"Pagos a Terceros","Gestión por obtención de paz y salvo",1.00,5.00,,3,0.00,Gastos
37472,6059,invoice,"Gastos Administrativos","De ser necesario, se cobrarán gastos adicionales para el curso de la gestión",1.00,0.00,,4,0.00,Gastos
37473,6060,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Investigación de Tasa Única de la sociedad JAPSA CORPORATION, S.A ante la DGI",1.00,125.00,,1,0.00,Honorarios
37474,6060,invoice,"Gastos Administrativos",,1.00,25.00,,2,0.00,Gastos
37476,1948,estimate,"Honorarios Legales Departamento Derecho Laboral","Honorarios Legales por proceso de Negociación y Conciliación sobre prestaciones laborales Lorena Calvo al 23/10/23 incluyendo consulta legal y conversaciones sostenidas con abogado de Lorena Calvo.",1.00,450.00,,1,125.00,Honorarios
37477,6061,invoice,"Honorarios Legales Departamento Derecho Laboral","Honorarios Legales por proceso de Negociación y Conciliación sobre prestaciones laborales Lorena Calvo al 23/10/23 incluyendo consulta legal y conversaciones sostenidas con abogado de Lorena Calvo.",1.00,450.00,,1,125.00,Honorarios
37478,1949,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Gestión y manejo de Cobro Extrajudicial a LUIS ALEXANDER MENDOZA ACOSTA - Abono 13 | $100.00 28/10/23",1.00,13.50,,1,0.00,Honorarios
37481,1950,estimate,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37482,1950,estimate,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. ANA GRACE MARIN PITTI (Finca No. 472881)",1.00,175.00,,2,0.00,Gastos
37483,1951,estimate,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37484,1951,estimate,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. MARCELINO HILARIO PANIZA GONZALEZ (Finca No. 30136865)",1.00,175.00,,2,0.00,Gastos
37491,1952,estimate,"Gastos Administrativos - Departamento de Recuperación de Activos","Gestión y manejo de Cobro Extrajudicial a KEVIN MOJICA - Abono 18 $50.00 | 30/10/23",1.00,6.75,,1,0.00,Honorarios
37492,1953,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Gestión de Cobro Extrajudicial efectuado al deudor HAROLD MENDEZ - Abono 22 $300 del 30/10/23",1.00,40.50,,1,0.00,Honorarios
37493,1954,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Honorarios Legales correspondientes al 50% en concepto de adjudicación dentro del Proceso Ejecutivo Hipotecario interpuesto por GLOBAL BANK, CORP. vs. ADONYS ANEL ARCIA GAITAN",1.00,2037.73,,1,NULL,Honorarios
37494,1954,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Honorarios Legales correspondientes a devolución de documentos inscritos dentro de la adjudicación de ADONYS ANEL ARCIA GAITAN",1.00,300.00,,2,NULL,Honorarios
37498,1955,estimate,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37499,1955,estimate,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. CARLOS MAURICIO RAMIREZ BOTERO Y WENDY RUEDA SANCHEZ (Finca No. 454111)",1.00,175.00,,2,0.00,Gastos
37500,1956,estimate,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37501,1956,estimate,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. Samuel Daniel Ossa Martinez  (Finca No. 296209)",1.00,175.00,,2,0.00,Gastos
37521,6062,invoice,"Pagos a Terceros","Certificado de Registro Público de la Finca No. 45321, con código de ubicación 2507, propiedad de ROLANDO JAVIER GUERRERO ROJAS, para interposición de acción de secuestro.<br />  <br />  - Proceso Ejecutivo Simple con Acción de Secuestro interpuesto por BANESCO (PANAMA), S.A. vs ROLANDO JAVIER GUERRERO ROJAS",1.00,40.00,,1,0.00,Gastos
37522,1957,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Gestión y manejo de Cobro Extrajudicial a COMERCIALIZADORA ARANGO Y ARANGO, S.A  | $436.93 30/10/2023 | Abono 3 - Tranferencia de Banistmo.",1.00,52.43,,1,0.00,Honorarios
37523,1958,estimate,"Pagos a Terceros","Impuesto de Inmueble de la Finca No.42147 propiedad de Inmobiliaria Maorgo S.A. (Casa en Decameron) con el beneficio del 25% por pago completo correspondiente al año 2024.<br />  *US$ 135.87 es el impuesto sin el descuento del 25%.",1.00,101.90,,1,0.00,Gastos
37524,1958,estimate,"Pagos a Terceros","Impuesto de Inmueble de la Finca No. F8023429 propiedad de Manuel Alejandro Orozco Gonzalvez con usufructo a Martha Icela Gonzalvez Lezcano (Casa de San Francisco) con el beneficio del 25% por pago completo correspondiente al año 2024.<br />  *US$ 761.62 es el impuesto sin el descuento del 25%.",1.00,571.21,,2,0.00,Gastos
37525,1958,estimate,"Pagos a Terceros","Impuesto de Inmueble de la Finca No.337863 propiedad de Fundación Paul-Do-Mar (P.H. Acqua II) con el beneficio del 25% por pago completo correspondiente al año 2024.<br />  *US$ 1005.31 es el impuesto sin el descuento del 25%.",1.00,753.98,,3,0.00,Gastos
37526,1958,estimate,"Pagos a Terceros","Impuesto de Inmueble de la Finca No.42147 propiedad de Fundación Micelago (P.H. Residencial Costa Dorada) con el beneficio del 25% por pago completo correspondiente al año 2024.<br />  *US$ 7570.00 es el impuesto sin el descuento del 25%.",1.00,5677.50,,4,0.00,Gastos
37527,1959,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Gestión de Cobro Extrajudicial COCHEZ Y CIA., S.A. vs. VENTAS Y SERVICIOS LA PROSPERIDAD <br />  <br />  <br />  <br />  <br />  <br />  ********************<br />  Diferencia correspondiente a 20% de abono 33, 34 y 35, saldo a favor cubrio hasta parte del abono 33 quedando una diferencia por 15.22.<br />  <br />  ",1.00,134.62,,1,0.00,Honorarios
37528,1960,estimate,"Pagos a Terceros","En concepto de expensas de litis al defensor de ausente dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble BANCO DELTA, S.A. vs. RIGOBERTO CHAVEZ",1.00,450.00,,1,NULL,Gastos
37529,1961,estimate,"Pagos a Terceros","En concepto de expensas de litis al defensor de ausente dentro del Proceso Ejecutivo Hipotecario BANCO DELTA, S.A. vs. NORA ESTHER DÍAZ DE TEJERIA (DEUDORA) y JORGE ELOY CASTILLO CALDERON, Finca No. 26857",1.00,650.00,,1,0.00,Gastos
37530,6063,invoice,"Honorarios Legales - Departamento de Recuperación de Activos","Gestión y manejo de Cobro Extrajudicial a LUIS ALEXANDER MENDOZA ACOSTA - Abono 13 | $100.00 28/10/23",1.00,13.50,,1,0.00,Honorarios
37531,6064,invoice,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37532,6064,invoice,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. ANA GRACE MARIN PITTI (Finca No. 472881)",1.00,175.00,,2,0.00,Gastos
37533,6065,invoice,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37534,6065,invoice,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. MARCELINO HILARIO PANIZA GONZALEZ (Finca No. 30136865)",1.00,175.00,,2,0.00,Gastos
37535,6066,invoice,"Gastos Administrativos - Departamento de Recuperación de Activos","Gestión y manejo de Cobro Extrajudicial a KEVIN MOJICA - Abono 18 $50.00 | 30/10/23",1.00,6.75,,1,0.00,Honorarios
37536,6067,invoice,"Honorarios Legales - Departamento de Recuperación de Activos","Gestión de Cobro Extrajudicial efectuado al deudor HAROLD MENDEZ - Abono 22 $300 del 30/10/23",1.00,40.50,,1,0.00,Honorarios
37537,6068,invoice,"Atención a:","Ekatherina De León Zorita",1.00,0.00,,1,0.00,Honorarios
37538,6068,invoice,"Pagos a Terceros","Gastos iniciales dentro del Proceso Ejecutivo Hipotecario de Bien Inmueble interpuesto por BANCO GENERAL, S.A. vs. CARLOS MAURICIO RAMIREZ BOTERO Y WENDY RUEDA SANCHEZ (Finca No. 454111)",1.00,175.00,,2,0.00,Gastos
